Gene	Sendai Day 0 rep1	Sendai Day 0 rep2	Sendai Day 0 rep3	Sendai Day 7 rep1	Sendai Day 7 rep2	Sendai Day 7 rep3	Sapporo Day 0 rep1	Sapporo Day 0 rep2	Sapporo Day 0 rep3	Sapporo Day 7 rep1	Sapporo Day 7 rep2	Sapporo Day 7 rep3	Sapporo Day 31 rep1	Sapporo Day 31 rep2	Sapporo Day 31 rep3
Pabp2_FBgn0005648_LOC123752506	6.591449	9.925639	1.922813	20.737695	32.125363	40.577314	2.370389	7.047476	2.753855	13.146244	5.801825	1.799054	27.368145	32.002332	33.358392
NA_NA_LOC123752521	0	0	0	0	14.180263	0	0	215.941039	0	0	0	0	0	0	0
serp_FBgn0260653_LOC123752544	61.828268	27.281834	1.79404	154.577224	725.956066	416.684076	0.710525	1.782904	0.594927	97.976723	206.759874	0.691684	215.928726	260.599881	264.73809
NA_NA_LOC123752588	0	0	0	1.028564	2.78673	1.251326	0	0.230812	0	1.0913	0.438647	0	0.529631	0	1.049281
NA_NA_LOC123752610	0	0	0	0	2.145091	0.349868	0	35.450371	0	0	0	0	0	0	0
Tollo_FBgn0029114_LOC123752771	0.242905	0.328637	0	1.693868	4.539838	3.775357	0	0.331603	0.037228	0.829637	0.871342	0	1.495412	0.839434	1.70011
Alas_FBgn0020764_LOC123752809	3.247698	7.503507	2.389064	25.290708	31.651201	36.735842	1.529095	8.645585	1.533447	14.480217	10.191687	1.423084	42.533162	59.772918	36.240018
CG32354_FBgn0052354_LOC123752815	0	0.193741	0.10236	0.752863	7.192842	1.755775	0	0.078877	0	0.379307	0.208905	0	0.588726	0.967024	0.971247
CG2162_FBgn0035388_LOC123752816	6.645088	2.817212	1.532808	21.41605	38.637177	28.380073	1.775086	4.164515	2.008148	21.260002	4.423568	1.161956	10.425848	15.130161	7.855913
Tep2_FBgn0041182_LOC123752824	0	1.403063	0.098623	5.345561	12.94771	24.458952	0	0.203384	0	0.855584	0	0	7.446409	9.566082	9.564207
Cp1_FBgn0013770_LOC123752887	0	0.69136	0	10.170442	15.05293	19.555214	0	0.377898	0	22.396869	0	0	16.868241	12.972572	22.14479
Mccc1_FBgn0039877_LOC123752968	3.934196	3.014327	0.462183	4.305987	7.863612	9.309838	0.218181	0.893735	1.152639	2.943542	0.530879	0.103284	11.107062	9.554593	10.581673
RyR_FBgn0011286_LOC123752978	466.431111	71.568531	144.548968	109.959999	48.293506	86.163862	177.73841	213.826533	131.337076	247.716389	212.031848	89.96192	87.936957	121.774442	169.260005
CG44422_FBgn0265595_LOC123752992	7.317999	1.14086	4.084052	1.509283	0.551588	1.050074	1.34807	0.594534	1.645267	2.330842	1.818076	1.513781	2.091634	1.540134	2.940332
NA_NA_LOC123752998	0.232834	0.679184	0.408388	2.879184	6.812244	2.616068	0	0	0	1.753902	1.147334	0	2.537272	3.443691	2.164274
CG31342_FBgn0051342_LOC123752999	5.710181	12.177017	13.39723	93.403564	131.120348	104.752424	7.058541	24.254497	11.30835	66.649342	38.252673	10.097642	114.886012	170.506888	76.896003
dpn_FBgn0010109_LOC123753004	0	0.515596	0.135806	4.924563	9.795783	5.78758	0	2.586872	0	1.421086	1.785242	0	5.355219	5.52412	3.045398
NA_NA_LOC123753051	0	0	0	2.771722	0.467439	2.163444	0	0	0	4.23813	0	0	1.584801	1.747516	2.763868
NA_NA_LOC123753129	0	32.127567	0	0	0	0	0	0	0	0	35.330682	0	0	0	0
NA_NA_LOC123753139	0	17.182005	0	0	0	0	0	0	0	0	123.645128	0	0	0	0
NA_NA_LOC123753152	0	162.511821	0	0	0	0	0	0	1.804922	0	87.146091	0	0	0	0
NA_NA_LOC123753161	0	124.218806	0	0	0	0	0	0	0.608812	0	42.343102	0	0	0	0
CG31121_FBgn0051121_LOC123753163	0.102734	0.749218	0	6.251761	11.826411	8.584159	0	0.75153	0	4.511901	1.355105	0	7.341688	3.389288	6.828698
Pect_FBgn0032482_LOC123753164	8.069566	2.834786	0.791758	7.437632	11.439751	9.897682	0.377232	3.399155	1.341205	4.646857	7.694268	0.317734	11.136232	14.985162	12.842432
CG11069_FBgn0039244_LOC123753165	0.379724	3.35181	0	24.921932	54.469662	34.494708	0.21386	3.421098	0	11.170743	1.806448	0	18.961997	11.283119	19.995919
Cpr50Cb_FBgn0033869_LOC123753206	0	0.329321	0	0	0.457253	1.484288	0	0	0	0	293.622085	0	0.332437	0.62388	0
NA_NA_LOC123753213	0	5.789992	1.003477	2.034712	7.618401	4.537553	0	0.393081	0.902918	0	0.14335	0	6.89081	7.266952	4.654451
NA_NA_LOC123753247	0	0	0	0.65071	0.977241	0.792271	0	0.256457	0	0.572233	234.188355	0	11.052777	3.298174	0.180754
NA_NA_LOC123753330	51.889123	22.515182	30.134202	20.902567	22.281253	24.574171	35.408619	70.712619	27.193446	37.799723	281.660657	22.55844	29.452953	24.689331	30.102176
Cpr50Cb_FBgn0033869_LOC123753334	0.212044	0.124828	0	100.965035	123.941756	27.240372	0	1.145984	0	9.890265	0.153728	2.606371	91.995598	37.740677	91.469814
CG6055_FBgn0031918_LOC123753470	0	0	0	0	2.752742	0	0	12.951421	0	0	0	0	0	0	0
NA_NA_LOC123753490	0	0	0	2.385697	5.428734	4.620589	0	1.713138	0	7.73461	5.455047	2.6947	11.045661	8.29115	6.334541
NA_NA_LOC123753511	0	1.371273	0	8.941244	20.264821	25.789377	0	0.284423	0	1.355069	1.161556	0	9.93739	18.789586	23.30621
CG6209_FBgn0033862_LOC123753530	57.570916	17.40722	31.589726	21.099755	11.453802	11.555414	34.656972	25.50853	60.916545	41.681047	29.457195	34.09169	45.731582	34.384875	54.288063
obst-J_FBgn0036940_LOC123753585	0	0	0	0	5.305439	2.903948	0	0	0	0	0	0	0	1.67108	0.226647
NA_NA_LOC123753605	1.51264	0.199581	0.418973	0.890855	0.920474	0.885092	0	0.218183	0	0.425065	0.214842	0	1.335069	1.228336	1.468323
NA_NA_LOC123753668	0	0.107335	0	0.942246	1.704908	1.600115	0	0.058669	0	0.594645	3.555221	0	0.270874	0.459419	0.206547
Best1_FBgn0040238_LOC123753909	0	0	0	0	2.343489	0	0	14.449426	0	0	0	0	0	0	0
NA_NA_LOC123753918	0	0.135791	0.036148	2.569894	3.78626	4.511552	0	0.29818	0	0.822369	0	0	6.187352	1.799589	2.738845
NA_NA_LOC123753930	0	0	0	0	1.205766	1.468062	0	0	0	0.927088	56.64559	0	0.43978	0.825331	0.335677
His1:CG33855_FBgn0053855_LOC123753954	94.806106	283.55521	77.10943	1286.679795	2343.173684	3962.293396	59.539895	29.058187	138.518245	986.672863	655.563932	63.094695	657.139359	1015.739394	277.031649
NA_NA_LOC123753959	0	0.281565	0	1.250929	2.724111	4.315182	0.28055	0.542861	0	1.993702	0.199165	0	1.41897	1.642249	1.009499
tup_FBgn0003896_LOC123753960	0	0.345036	0	0.583733	0.849651	0.714337	0	0.167316	0	0.163188	0.041292	0	1.005407	0.75235	1.339571
dpp_FBgn0000490_LOC123753966	1.360659	7.495009	0.274915	34.331737	56.794166	43.365955	0.088324	1.330786	0	12.899622	14.722072	0.257514	32.171415	37.614707	39.177034
Sgs4_FBgn0003374_LOC123753972	6.402791	66.849892	1.207655	70.459975	129.332371	187.251234	0.851533	10.929016	0.842166	90.592295	6.191012	0.397713	163.371528	236.278501	151.184845
Hil_FBgn0050147_LOC123753982	1.010082	5.13937	0.363572	16.533401	48.096948	29.544553	0.310879	5.820956	0	12.200669	18.362895	0.075722	20.181022	20.616873	21.324692
SERCA_FBgn0263006_LOC123754002	1.169562	1.099926	0.786843	4.472673	6.293215	7.13095	0.307519	1.015534	0.295845	1.918967	0.677306	0.204418	7.85865	11.057866	8.857087
l(3)72Dp_FBgn0263607_LOC123754008	0	3.172383	0.163686	2.048506	7.386776	8.559106	0.19737	0.97259	0.160878	3.847018	0.988305	0	20.714772	15.510825	11.15545
NA_NA_LOC123754018	1.441636	14.613111	2.242114	12.184569	54.175796	23.691901	0.14975	4.688301	0.484826	4.082203	371.789852	0.348983	7.285637	6.280631	8.451644
Hsp22_FBgn0001223_LOC123754035	1.409897	1.24542	0.181702	1304.39098	2018.244225	1320.990404	0.219252	1.09023	0.189941	1791.592246	84.608134	40.700923	363.573333	156.05964	239.857039
NA_NA_LOC123754038	4.589328	3.61697	1.465781	234.385967	549.612466	284.587541	0.582052	13.158647	0.692534	233.758042	80.659876	19.195832	436.956469	306.582716	185.969144
CG9098_FBgn0031762_LOC123754053	0.421609	4.377867	1.296456	6.726428	14.930885	11.766656	0.392304	0.998166	0.805939	4.284698	2.258556	0.345499	14.885117	12.399115	14.196821
mts_FBgn0004177_LOC123754060	0.938713	0.521064	0	31.565692	46.512314	30.281894	0.088041	0.90022	0.047969	46.319942	6.844624	0.382523	20.676573	18.125009	5.746366
NA_NA_LOC123754071	0	57.242502	0	19.353431	61.725618	35.407832	0.229502	10.866836	0.505235	0	0	0	0.231122	15.819952	0.881178
NA_NA_LOC123754072	0	42.126697	0	1.735919	3.773287	2.120827	0	43.913553	0	0	0	0	0	0	0.332178
CG9117_FBgn0031766_LOC123754085	1.70487	3.119253	4.819506	4.194526	4.463795	6.013141	2.30408	6.610073	3.673167	2.018558	1.853329	1.381873	0.276463	0	1.761076
CG42700_FBgn0261611_LOC123754098	10.334987	2.364009	4.694602	3.697753	1.307848	2.342176	2.880231	2.829373	6.707484	4.823491	7.862509	2.132895	6.619712	3.481043	6.700524
Zcchc7_FBgn0036668_LOC123754104	7.117756	2.386631	1.862849	3.646219	3.694085	2.246873	1.990885	31.054363	2.129441	5.199592	6.140001	1.773828	3.170676	2.257596	4.204623
NA_NA_LOC123754217	4.204161	185.220861	1.848148	166.724128	262.253077	218.896585	2.424276	1.182611	3.85262	132.262628	1.416214	0.755716	52.194825	86.665477	65.800387
sing_FBgn0261245_LOC123754221	27.997546	48.078596	37.663349	21.291489	20.915668	33.059152	23.491262	46.76138	43.466939	17.486476	20.023663	7.997338	23.974052	24.371598	24.357429
CG13310_FBgn0035928_LOC123754241	0	0	0	0	30.768127	0.402301	0	0	0	0.202194	2.105947	0	0	0.270452	0.21908
NA_NA_LOC123754242	2.061947	1.389096	1.546682	4.51639	5.686723	5.324151	2.635259	16.921537	2.387527	3.534494	1.394741	2.563011	1.484206	3.069029	3.466242
Cds_FBgn0010350_LOC123754257	0.871886	0.557879	0.270922	2.498618	4.033554	4.570663	0.052841	0.703539	0.331239	1.160226	1.435585	0.08452	5.842063	3.6555	5.631941
mnd_FBgn0002778_LOC123754266	0.616934	0.62839	0.296986	9.085602	5.724497	7.484678	0	0.312311	0	4.030811	16.661988	0	0.542539	0.979231	0.307815
Hey_FBgn0027788_LOC123754277	0.182906	0.15244	0	1.396144	1.373661	1.223227	0	0	0	0.6473	0	0.299631	0.989493	0.866365	0.394265
cnn_FBgn0013765_LOC123754300	157.418554	105.826367	101.573081	37.998564	37.609737	36.194996	121.614932	17.093365	182.809421	85.906319	36.293458	70.683169	211.797085	127.612611	139.949394
CG14280_FBgn0038695_LOC123754303	2.06537	0.420344	0.477939	0	0.086412	0.235414	0.117374	0.250279	0.753551	0.370648	2.960783	0	0.051196	0	0.267734
Mlc2_FBgn0002773_LOC123754305	82801.26155	63428.28426	88814.39228	57234.44671	31248.29711	38470.64684	89683.88648	89095.18318	83677.84282	64259.39183	59987.01995	87869.71855	55733.77034	42299.4672	56126.80636
Cht6_FBgn0263132_LOC123754332	0.136107	0.384629	0	1.036248	2.125895	2.608348	0	0.046737	0.047092	0.4451	61.646537	0	0.271528	0.222424	0.274397
GIIIspla2_FBgn0030013_LOC123754340	6.804681	2.987025	6.944482	10.988434	16.687563	16.071509	1.563657	1.579541	1.316336	7.613716	5.386066	1.863967	14.22994	16.572261	15.262605
NA_NA_LOC123754358	0.578489	7.623527	0.283223	34.568233	47.154493	64.460041	1.088724	1.851167	0	10.458622	0	0.154035	8.669875	16.024966	7.88493
NA_NA_LOC123754360	0	2.959199	5.088295	1.27034	1.97802	0.690556	0	0.585289	10.933862	0	0	0	2.403806	2.108442	0.852928
fw_FBgn0001083_LOC123754371	0	16.04829	0	4.938687	29.657765	15.203473	0.243522	1.171355	0	0	0	0	0	26.21409	1.482534
NA_NA_LOC123754372	0	0	0	0	1.084854	0	0	5.869191	0	0	0	0	0	0	0
Alp1_FBgn0283479_LOC123754383	0	0.335191	0	0.153952	2.348872	0.461816	0	0	0	0.203598	21.852253	0	0.169288	0.359208	0.193334
CG15890_FBgn0030576_LOC123754387	0	1.036693	0	2.856775	2.957174	3.092719	0	0	0	0.845126	2.22443	0	0.535013	1.796761	5.126624
CG10211_FBgn0032685_LOC123754392	0	0	0	0	1.12029	0	0	4.964054	0	0	0	0	0	0.099128	0
rt_FBgn0003292_LOC123754398	0.832568	1.875671	0.468881	12.71345	36.612712	26.979355	0	1.615547	0	5.475674	1.494514	0	4.606353	11.000977	9.37296
CG15890_FBgn0030576_LOC123754409	0.02659	1.935874	0	2.119993	3.16641	2.37213	0	0.232683	0	0.485119	1.628745	0	3.79018	2.19741	3.552988
mnd_FBgn0002778_LOC123754416	0	1.04169	0	2.405721	8.122508	5.479872	0	0.837067	0	1.662815	17.205731	0	3.150674	10.485205	4.185079
NA_NA_LOC123754418	4.591953	19.690753	2.654146	47.978375	87.660047	95.295376	2.717733	6.420939	0.908786	30.99385	11.889228	0.597636	30.233957	47.027613	33.723114
sty_FBgn0014388_LOC123754442	0	1.334661	0.707974	8.437052	12.124406	11.524693	0.426833	0	0	3.909622	2.471373	0.74502	8.781622	8.205844	3.917581
GCS2beta_FBgn0032643_LOC123754443	2.751771	4.486993	1.861573	5.746749	12.991688	11.450227	0.479624	3.09328	0.447287	2.873158	0.808815	0	8.758595	10.233028	10.883553
melt_FBgn0023001_LOC123754455	0	0	0	0.339086	1.469321	1.113206	0	0.122763	0	0.704765	0.361438	0	0.899759	0.159954	0.859082
galene_FBgn0035192_LOC123754481	10.947399	7.383098	9.34639	7.87252	7.131205	9.704095	7.904231	105.354234	5.736241	11.339304	30.889202	5.821186	11.015636	11.672204	8.977753
NA_NA_LOC123754522	0.583624	3.673684	0.055444	6.656058	11.348582	12.060693	0.078968	1.223144	0.166349	6.381262	7.213157	0	13.875331	12.475336	11.180065
Pvr_FBgn0032006_LOC123754523	0.1923	0	0.038155	0.087661	1.191693	0.717092	0	0	0	0.594722	0.116903	0.03568	1.164873	2.792463	3.465685
LTV1_FBgn0027525_LOC123754534	18.692974	21.187258	18.593697	12.970489	19.817131	15.850735	12.075823	31.972203	15.707259	13.406105	16.541272	6.772146	10.383595	11.936004	17.551306
Lim1_FBgn0026411_LOC123754570	0	0.275464	0	3.155272	2.024152	3.135737	0	0	0	1.456255	0	0	2.22108	0.391387	0.848982
Lac_FBgn0010238_LOC123754587	1.999866	16.432234	1.640309	35.790673	44.108493	52.255989	0.559379	6.073279	1.655626	15.880161	8.626738	0.164642	40.523937	31.950084	35.17004
Cda5_FBgn0051973_LOC123754631	6.174261	26.362693	0	2.028485	0.846139	9.904596	0	0	0	3.45836	32.774354	0	4.270084	1.88918	1.20316
alpha4GT1_FBgn0031491_LOC123754639	0	0	0	4.510996	1.413233	5.941886	0	0	0	0.681689	0	0	0.387722	0.725815	0.197295
pdm3_FBgn0261588_LOC123754899	0	0	0	1.01679	6.929313	3.587206	0	0.12106	0	2.308453	0.629966	0	4.215016	4.23934	3.30576
CG42327_FBgn0259227_LOC123754903	0	0.909164	0.122629	2.558589	5.917525	4.266165	0.05429	0.206042	0.446828	2.201182	3.845615	0	3.393925	3.07242	3.260141
Trpm_FBgn0265194_LOC123754912	7.575153	0.354571	0.844252	1.004963	2.099268	2.059217	0.178347	0.568012	0.419455	0.511446	0.272553	0.199515	2.444213	3.112833	3.423289
RAF2_FBgn0036624_LOC123754956	0.546473	0.768404	0.220193	3.760903	8.713326	15.619014	0.121693	1.224487	0.113761	3.320866	1.100361	0.081759	11.139445	6.059614	10.470889
CG3527_FBgn0029714_LOC123754957	17.970076	32.791498	13.222746	18.944002	21.508084	29.741028	8.969392	56.564797	12.774055	15.984228	9.489578	8.428198	9.539482	11.363418	12.863949
Calx_FBgn0013995_LOC123754982	346.021272	111.938336	209.767173	130.894652	65.3722	97.325226	112.160165	257.51558	228.111878	152.299676	290.167022	79.82333	203.898582	202.388962	226.828019
CG7675_FBgn0038610_LOC123754987	0	0	0	0	2.472764	0.694856	0	37.169607	0	0	0	0	0	0	0
CG3376_FBgn0034997_LOC123754993	0.315543	2.756698	0.679543	6.087196	17.665842	5.967889	0.05966	3.606683	0.515868	4.209656	4.352194	0	11.806279	16.53883	14.883064
NA_NA_LOC123755001	6.400097	2.205264	2.337149	2.354929	1.982314	1.508564	6.539393	17.757782	3.666385	8.74432	1.708211	4.010603	3.935786	4.333232	3.086427
slp1_FBgn0003430_LOC123755003	0	0	0	0.676396	1.670279	1.33188	0	0.260854	0.344857	0.606998	0.256861	0	1.060056	0.790792	0.306576
NA_NA_LOC123755007	17.495186	25.839323	5.185904	62.515235	156.713613	125.960843	2.954704	15.181543	4.10514	31.795299	9.163481	1.120301	45.789036	53.92753	44.996146
Nhe3_FBgn0028703_LOC123755016	1.728348	2.461888	1.104295	4.29593	5.752353	7.306142	0.461038	1.971935	0.743811	2.66312	6.020709	0.233854	7.143342	10.535252	8.752055
CG10184_FBgn0039094_LOC123755026	0.605316	1.007262	0.715933	4.907093	6.410327	7.00748	0.490988	1.998726	0.307202	4.088177	0.929927	0.270778	8.061461	9.279965	7.937035
Wee1_FBgn0011737_LOC123755038	0.256012	2.817546	1.006415	31.691412	47.582253	48.189873	0.216038	1.279702	0.995889	40.493312	7.777143	1.72723	21.155694	23.265817	12.708278
Pmp70_FBgn0031069_LOC123755046	4.156838	2.760812	2.619344	7.087153	11.071813	13.950893	0.335644	1.794876	0.693605	5.084952	2.44667	0.177926	20.319295	22.04522	17.482222
Cpr65Az_FBgn0035686_LOC123755179	0	5.478547	0	1.962079	15.683488	12.162056	0.335865	0.507179	0	1.479666	1123.100519	0	1.39701	1.305174	2.316381
CG10939_FBgn0010620_LOC123755280	3.311897	22.369462	1.400874	33.213396	59.859727	70.515242	0.667473	7.988416	2.497858	37.629471	17.167886	0.829706	60.451235	29.243873	45.99397
KaiR1D_FBgn0038837_LOC123755291	47.67428	4.358484	13.684309	5.089103	3.222012	11.049815	11.047546	48.505393	18.033605	18.832283	28.078826	12.248898	20.918474	6.939013	23.421997
CG42255_FBgn0259140_LOC123755309	0.06782	9.013377	0	5.316534	25.745398	36.696562	0.457844	0.460415	0	2.001668	0.303924	0	8.438748	5.220906	3.897725
peb_FBgn0003053_LOC123755317	0.034234	0.854949	0.089768	3.941208	16.890067	8.160021	0	0.52884	0	4.610334	4.964282	0.168312	4.798096	5.400187	1.977982
uzip_FBgn0004055_LOC123755333	0.863583	1.792281	0.809038	3.472485	16.412144	25.973376	0.934166	3.256923	1.304524	4.046099	3.481652	0.606517	8.801921	7.695854	7.446477
MFS10_FBgn0030452_LOC123755347	0.299278	29.215	0.104986	0.243025	0	0.208746	0.101019	0.322304	1.64518	0.581433	0	0	0.050358	0	0
cmb_FBgn0036365_LOC123755365	141.045143	60.271504	55.189155	55.574341	21.071167	33.788109	66.379006	329.920788	95.374629	92.066483	90.285211	52.868156	86.402402	67.010775	125.39346
NA_NA_LOC123755370	0.697628	3.185681	1.114309	3.855448	7.47415	5.236922	1.059008	6.115948	1.380683	14.059223	3.888524	0.640551	15.552973	19.151618	10.6847
NA_NA_LOC123755371	0.802296	2.007903	0.199045	9.026045	27.617505	18.231156	0	3.111341	0	12.783591	1.148888	0.093068	12.252951	13.804757	9.76398
raskol_FBgn0261570_LOC123755372	0.153098	1.827816	0.368223	3.498546	16.387192	11.164869	0.149972	0.395045	0.304208	2.29554	1.112004	0.041853	4.291523	3.401921	4.538011
rk_FBgn0003255_LOC123755382	0.050189	0.167317	0.088031	0.370704	1.316476	0.589081	0	0	0	0.267263	0.089156	0	1.695048	0.554108	0.947212
cysu_FBgn0038511_LOC123755384	0.923951	1.663097	0.606541	20.393024	73.026349	50.798582	0.130055	5.418501	0	8.516769	0.379571	0	15.316938	13.623986	17.959703
NA_NA_LOC123755392	4.915449	4.276954	0.903167	6.559507	3.787337	6.886986	1.039573	45.979793	6.782469	3.212804	3.50728	2.623293	2.763908	5.48171	3.686915
mwh_FBgn0264272_LOC123755398	0.209434	0.871874	0	2.549565	3.722487	3.212384	0.035913	0.188716	0.115282	1.819992	1.220064	0	1.58278	1.133978	2.22729
Drat_FBgn0033188_LOC123755408	1.709895	12.054051	5.724651	14.353038	24.847764	19.634583	1.081114	4.534632	5.504623	10.327117	18.123139	0.219819	32.940111	28.833627	32.405699
NA_NA_LOC123755410	8.318064	7.511073	2.383117	6.987967	6.395635	3.44705	3.065781	36.375074	7.494379	3.394798	4.971721	2.419569	4.253179	3.995166	4.849869
DIP-zeta_FBgn0051708_LOC123755418	0.822617	0	0	0.250707	0.855068	1.221182	0	0.1499	0	0.877937	0.40582	0.202899	1.238119	0.788574	1.215121
Cad74A_FBgn0036715_LOC123755422	0.229785	1.664183	0.030872	6.187069	11.88686	10.870644	0	0.412156	0	2.411594	3.462685	0	10.38827	9.450661	8.915641
NA_NA_LOC123755427	0.170719	0.525471	0.191808	2.969394	3.385813	3.592897	0.102224	0.332784	0.202129	1.869136	1.217963	0.140209	2.335874	3.513942	3.240459
Graf_FBgn0030685_LOC123755432	0.550686	1.94975	0.543378	3.072771	10.32202	1.773992	0.428882	1.175382	0.778843	3.639161	2.0774	0.433121	9.155498	12.346407	9.249365
mRpS16_FBgn0033907_LOC123755451	5.842741	14.642321	12.811835	16.465819	9.696059	10.466601	4.704183	10.329614	10.127063	3.689703	7.669834	0.982052	2.795583	1.960228	5.48551
NA_NA_LOC123755458	0	0.9443	0.10801	0.973434	1.982079	1.36223	0.200123	4.442102	0.319824	0.424398	0.318826	0	3.847554	6.805959	5.328673
Usp15-31_FBgn0050421_LOC123755459	0.800834	1.603391	0.500608	5.897164	8.188598	8.064738	0.270558	1.817856	0.428275	6.283036	2.412196	0.117255	16.862657	10.322937	8.747224
chk_FBgn0033095_LOC123755465	13.621117	7.045175	8.30537	3.251161	2.122188	2.463278	4.114015	104.304892	2.298562	9.125658	6.824825	0.649975	6.281214	3.744415	0.819477
FucTC_FBgn0044872_LOC123755469	0.166232	3.829304	0.363731	12.958838	18.11742	18.80406	0.139575	4.985229	0.152861	8.286667	9.077065	0	6.756045	7.078493	3.976106
NA_NA_LOC123755479	1.613325	7.820919	0.585792	0.896839	5.684003	13.989036	0.630622	4.434567	3.137185	1.918823	0.346586	0.32164	12.285952	8.874128	9.111413
crol_FBgn0020309_LOC123755485	0.4444	1.371682	0.689344	4.440564	6.02503	6.757577	0.126373	0.579548	0.722461	2.15333	0.704528	0.152907	3.683139	5.439356	3.502315
GLaz_FBgn0033799_LOC123755508	0	9.216403	2.759982	54.947216	37.278846	42.329427	0.154341	6.894733	2.868367	32.679743	29.81523	0.38481	55.426025	75.473614	51.132221
igl_FBgn0013467_LOC123755511	0.315012	5.909502	0.986982	3.142752	10.153492	7.486092	0.549435	0.640394	0.651402	2.332717	1.393423	0.129496	9.946882	9.299953	7.67199
Psc_FBgn0005624_LOC123755701	0.67818	0.755113	0.255994	1.708122	3.479594	3.410764	0.135751	0.383589	0.208324	2.920957	1.886863	0.305755	2.895019	2.485595	1.671568
NA_NA_LOC123755708	0	0.482731	0	5.316473	3.845385	5.280041	0	0	0	1.945029	0	0	1.21855	2.355074	0.650691
exp_FBgn0033668_LOC123755721	4.040771	20.836375	0	10.75084	29.455407	21.676587	0.517063	0.875975	0.125211	5.48572	31.623954	0	12.461922	12.047112	7.456453
mRpL13_FBgn0032720_LOC123755729	23.847919	41.210084	22.930043	28.914237	35.24733	36.79859	22.283899	65.482039	28.482494	25.094345	19.520741	23.768566	25.871304	27.693918	23.076271
NA_NA_LOC123755732	1.940886	0	1.182532	0.672447	0.210509	0.064021	1.765787	6.384229	1.786519	2.21577	2.832376	0.872966	1.253439	0.896817	1.483032
CG7675_FBgn0038610_LOC123755744	0	0	0	0	2.530358	0.228759	0	21.808358	0	0	0	0	0	0	0
CG43394_FBgn0263256_LOC123755756	0	24.393833	0	2.86674	21.897508	16.807154	0.079828	3.271161	0.17158	0.084168	0	0	0.079587	9.129855	0.666549
CG7675_FBgn0038610_LOC123755757	0	0	0	0	3.676479	0	0	25.604752	0	0	0	0	0	0	0
scramb1_FBgn0052056_LOC123755759	4.34401	0.714225	2.817932	8.282357	12.555087	10.913277	0.718658	5.953375	1.647643	10.962227	2.335849	1.397408	16.541078	24.82424	17.202442
NA_NA_LOC123755764	0	0	0	1.338298	1.859996	1.173447	0	0.314824	0	1.149405	0	0	0.429549	0.204076	0.330155
NA_NA_LOC123755767	0	0.234593	0	0.638567	1.439757	1.047146	0	0.254214	0.087198	0.249816	0.726028	0	2.755016	2.643371	2.11212
Rassf_FBgn0039055_LOC123755768	3.396909	19.271653	8.922544	49.174054	248.836517	114.082574	5.713217	17.266305	5.556505	18.221518	126.554308	1.540285	124.990824	129.527123	148.220123
pwn_FBgn0003174_LOC123755786	0.091085	0.316469	0	1.542709	5.211186	3.72777	0	0.22432	0	1.141413	0.351018	0	3.828428	2.222463	2.109286
ck_FBgn0000317_LOC123755792	0.100919	0.064116	0	0.517345	3.430934	1.632529	0	0.464181	0.122199	0.602438	0.110133	0	1.44783	1.317978	1.150849
Muc11A_FBgn0052656_LOC123755798	119.054022	19.458707	32.118767	26.579059	6.587562	18.861296	38.665702	63.7257	41.582835	50.198712	51.857909	27.678083	29.496021	32.368553	32.877018
mthl15_FBgn0051720_LOC123755802	0	0.070379	0	0	0.560257	0.155426	0	0	0	0	0	0	0.46111	1.015414	1.026608
Sec8_FBgn0266672_LOC123755824	1.158185	1.453328	1.578112	5.238313	8.88338	10.640351	0.564458	1.1029	0.906848	6.245804	1.435565	0	6.780577	13.954203	12.496338
CG34172_FBgn0085201_LOC123755832	12.047087	16.298269	36.105015	9.771526	7.058847	11.963737	19.606587	9.087483	19.316542	18.655859	12.30381	13.147466	7.417581	16.49341	9.404766
NA_NA_LOC123755837	0.191366	6.125071	1.740065	22.418822	19.567804	43.303257	1.34933	0.583462	1.411919	13.8624	6.993044	1.26317	29.08594	69.558214	26.171078
CG10211_FBgn0032685_LOC123755841	0	0.185777	0	0.056175	1.062273	0.635169	0	0	0	0.320592	4.822481	0	0.117282	0	0.107245
NA_NA_LOC123755864	1.181921	2.416233	0.752988	0.654186	3.357356	2.25388	0.721815	3.399208	1.381197	1.5188	0.386119	0.565798	0.360274	0.3714	1.095391
form3_FBgn0053556_LOC123755905	0	0	0	0.838895	1.912623	1.451114	0	0	0	0.731117	0.938133	0	0.394258	0	1.057832
NA_NA_LOC123755906	0.282087	0.411051	0.546024	1.063476	2.469586	0.631156	0.65208	2.470745	1.26448	1.018374	0.135121	0.522274	0.11896	0.265404	0.981786
NA_NA_LOC123755908	2.196836	2.120572	1.910889	13.750895	20.653279	17.136534	0.487976	2.206519	1.275677	8.636529	3.139265	0.758791	14.222075	13.650838	13.183412
CG7201_FBgn0035865_LOC123755912	0	0	0	1.331692	3.059163	1.459791	0	0.558029	0	0.697351	0.79248	0	0.423078	0.937153	1.648651
tank_FBgn0031635_LOC123755926	3.579458	5.033136	3.783024	4.597785	4.791604	3.933041	2.852764	6.36844	3.332996	4.313897	3.833054	1.73943	1.287099	1.956622	2.364549
Orc6_FBgn0023180_LOC123755927	0.373139	2.753774	0	3.253656	2.044767	5.549595	0.107466	1.390055	0.34898	2.252209	1.580717	0.208362	8.058223	10.014238	7.415026
