Chr	BP	NSNPs	Kamakura-Okinawa-Sapporo	Aomori-Kamakura-Sapporo	Aomori-Okinawa-Sapporo	CHR_NEW	Genes
LG03_CM035475.1	24287500	4	1.01811657426236	0.621013926613814	0.838899377701973	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24288500	4	0.951946013934522	0.567196490357921	0.81459553238679	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24289500	5	0.950108704809017	0.622965066380816	0.849186514262229	LG03_NC_059573.1	LOC123758649, LOC123758631
LG03_CM035475.1	24290500	7	0.883004577849247	0.659988810341858	0.813400051342275	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24291500	8	0.837307653275472	0.70938658815329	0.850946476748558	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24292500	8	0.754169740679569	0.629510487481414	0.820330248203944	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24293500	7	0.723357251506053	0.60749210120085	0.77677938647235	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24294500	11	0.703221457950013	0.575045730435592	0.728595264041799	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24295500	11	0.642481648431515	0.523953036598753	0.676130401084865	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24296500	10	0.586689041337481	0.496988977484355	0.665995901375773	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24297500	9	0.58731786984634	0.509146760548708	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24298500	10	0.569889472984275	0.483089317869523	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24324500	7	0.592295408744185	0.569532024897285	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24325500	7	0.592295408744185	0.569532024897285	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24326500	7	0.672549501946693	0.524838129244004	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24327500	3	1.05735191206096	0.778753881819395	0.949427034358354	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24328500	2	0.960577404754338	0.636423129804133	0.801433715580454	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24338500	2	0.703974226003765	0.806460098132038	0.72406315197008	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24340500	4	0.724677558819885	0.765468456301391	0.729818050520956	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24341500	5	0.822803362276011	0.833208133962624	0.832292260140123	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24342500	6	0.733240088951857	0.796544805718055	0.745486191889136	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24343500	8	0.652129219839159	0.644397945461219	0.663801715995065	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24344500	7	0.736354964694634	0.676244151447406	0.751039953747927	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24345500	8	0.520017248670266	0.530592353788125	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24357500	4	0.80876747406135	0.844097168966985	0.93726984119854	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24358500	6	0.659228975585122	0.697310110324882	0.758282956020692	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24359500	7	0.597834452986922	0.63082879695411	0.684600041865528	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24360500	7	0.597834452986922	0.63082879695411	0.684600041865528	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24361500	7	0.597834452986922	0.63082879695411	0.684600041865528	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24372500	10	0.661580783125786	0.5713655888454	0.661310428372431	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24373500	10	0.670442701414238	0.58826565313346	0.664884981955706	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24374500	10	0.760391774033633	0.780675935923012	0.751051371429934	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24375500	8	0.7593219168679	0.742911495162483	0.735355638055732	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24376500	8	0.7593219168679	0.742911495162483	0.735355638055732	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24377500	8	0.539677786822424	0.490575119789582	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24383500	9	0.682367060984605	0.666043181638408	0.742743838817212	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24384500	9	0.587399820649828	0.553084862036458	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24385500	10	0.559981989676466	0.507491569486608	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24386500	9	0.556670206420728	0.479597003631306	NA	LG03_NC_059573.1	LOC123758649
LG03_CM035475.1	24392500	4	0.570305050013005	0.541767849338142	NA	LG03_NC_059573.1	LOC123758649, LOC123758686
LG03_CM035475.1	24398500	7	0.554696374823275	0.540589964235799	NA	LG03_NC_059573.1	LOC123758649, LOC123758686
LG03_CM035475.1	24399500	9	0.604085812138007	0.583015764094605	0.645033584630721	LG03_NC_059573.1	LOC123758649, LOC123758686
LG03_CM035475.1	24400500	7	0.668928476999336	0.674401322083514	0.743173572125557	LG03_NC_059573.1	LOC123758649, LOC123758686
LG03_CM035475.1	24401500	9	0.722555503129593	0.67632470620068	0.766396369723325	LG03_NC_059573.1	LOC123758649, LOC123758686
LG03_CM035475.1	24402500	8	0.835328801141159	0.743789397202729	0.81026585585629	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24403500	7	0.828360479220457	0.683548954984609	0.795280700035413	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24404500	6	0.728994622363976	0.592067001337984	0.693924242712202	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24405500	7	0.641461368379827	0.544568104870637	NA	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24417500	2	0.713054606345901	0.694846688011743	0.733906502757124	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24418500	1	1.36123193282526	1.30701241052167	1.49405373525621	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24419500	1	1.36123193282526	1.30701241052167	1.49405373525621	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24420500	2	0.890971690256448	0.790098561289416	1.09603182657379	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24421500	2	0.890971690256448	0.790098561289416	1.09603182657379	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24432500	8	0.784372320348719	0.72267644242545	0.754902733590339	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24433500	9	0.754897185312022	0.661571465770064	0.716687048521451	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24434500	9	0.754897185312022	0.661571465770064	0.716687048521451	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24435500	8	0.825370501234026	0.717265426087225	0.779325785196219	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24436500	7	0.780769828576848	0.872904724397087	0.81819573794502	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24447500	13	0.567184498718304	0.727175069729774	NA	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24448500	13	0.567184498718304	0.727175069729774	NA	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24449500	13	0.655849981352855	0.787102398349355	0.724568935942481	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24450500	6	0.648741789867039	0.741053292022161	0.784961483110896	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24451500	6	0.677739282158155	0.730912037718435	0.787537198857364	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24452500	5	0.93159693283312	0.968232176155719	0.94132284406234	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24453500	8	0.781275087552038	0.930851446125846	0.80468228579647	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24454500	8	0.784878903508032	0.968059087178963	0.803150670634022	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24455500	15	0.748927998862393	0.907475687641354	0.852795930174383	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24456500	15	0.730912570213632	0.914219882244552	0.853748583354668	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24457500	13	0.651133347214911	0.863230388399552	0.778778405864873	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24458500	10	0.673478185136902	0.860265283203411	0.831347318845367	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24459500	11	0.723146061599787	0.888742124500119	0.8759755681933	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24460500	4	0.750111417129576	0.970996985373049	0.825847616766935	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24461500	3	0.917464849143112	1.19124404278039	0.987223626713727	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24462500	3	0.917464849143112	1.19124404278039	0.987223626713727	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24463500	3	0.917464849143112	1.19124404278039	0.987223626713727	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24467500	7	0.759294213962794	0.920817646831742	0.80433589820007	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24468500	8	0.747163651276171	0.908203119446618	0.801327286836471	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24469500	12	0.827171753892108	0.952972588394716	0.908566014019098	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24470500	14	0.754040013584354	0.836143095128035	0.822534309310554	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24471500	14	0.807623337210137	0.894762425907168	0.889409213274517	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24472500	11	0.78184248581614	0.783020193205556	0.847671449374618	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24473500	12	0.798878818506412	0.797164583144019	0.863039384311249	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24474500	11	0.611602195321737	0.595062081017883	0.731778583565523	LG03_NC_059573.1	LOC123758686
LG03_CM035475.1	24475500	10	0.630260962865985	0.643078217598187	0.767078781651005	LG03_NC_059573.1	LOC123761000, LOC123758686
LG03_CM035475.1	24476500	8	0.595147153994128	0.586477623559172	0.743691217091706	LG03_NC_059573.1	LOC123761000, LOC123758686
LG03_CM035475.1	24477500	9	0.550166127815373	0.603568119344471	0.691161858542967	LG03_NC_059573.1	LOC123761000, LOC123758686
LG03_CM035475.1	24479500	7	0.727067670506286	0.823915350978308	0.768716912811854	LG03_NC_059573.1	LOC123761000, LOC123758686
LG03_CM035475.1	24480500	7	0.886808593888968	0.974587684442752	0.940156919047851	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24481500	8	0.9490140969702	1.02173209461011	1.00415269215232	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24482500	7	0.994902117734427	1.12085295252295	1.09180970194901	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24483500	7	0.993709832887429	1.19603885300646	1.0778770346252	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24484500	7	0.694036442266821	0.891766523252117	0.748841958859631	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24488500	12	0.540735392655213	0.687462000941866	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24489500	15	0.573118028512878	0.671680217045666	0.654295005183454	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24490500	16	0.552744736536234	0.73120242302441	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24491500	15	0.570433588235661	0.700123986305104	0.646318026129634	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24492500	12	0.557199484542726	0.661054009086136	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24496500	3	0.629991805226599	0.977170898981193	0.738741021016066	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24497500	3	0.629991805226599	0.977170898981193	0.738741021016066	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24498500	3	0.629991805226599	0.977170898981193	0.738741021016066	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24499500	2	0.824009985658386	0.859820537677889	0.985388463844299	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24500500	2	0.824009985658386	0.859820537677889	0.985388463844299	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24501500	2	0.832923418312864	0.796008123284362	0.859343648413044	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24502500	4	0.826637054610879	0.862063000004395	0.856163421551293	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24503500	5	0.708014673984832	0.924227491655609	0.749201358009967	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24504500	7	0.835195995749726	1.01769905110488	0.903737921889942	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24505500	7	0.835195995749726	1.01769905110488	0.903737921889942	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24506500	6	0.724379328296129	0.97698005240164	0.809200396662827	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24507500	4	0.709213060858467	1.00872069222086	0.824578394366432	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24508500	3	0.844936403465094	0.960834161530718	0.972977746717488	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24518500	9	0.598187944257725	0.573016048773443	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24519500	10	0.56151414988399	0.57286269769665	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24520500	11	0.528674402854258	0.554607324372479	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24521500	8	0.643342011975576	0.697515818439015	0.645992377986212	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24522500	10	0.863750729468733	0.875104494214567	0.904187893809749	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24523500	9	0.807859992854624	0.818295608612412	0.843423927493749	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24524500	9	0.874748650243985	0.877478290053963	0.915164907580864	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24525500	8	0.940063131235681	0.946209037438867	0.983109301515495	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24526500	8	1.03259669853989	1.0183176379873	1.07548035289206	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24527500	4	0.951173300741629	1.22659555907076	1.05350511544168	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24528500	6	0.563901680491033	0.742959082895476	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24529500	7	0.622566535703972	0.706860932957064	0.672150245304619	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24530500	8	0.576378764817759	0.663907034076805	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24532500	9	0.55065117062017	0.539848952599981	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24533500	7	0.632108886062205	0.606250398018596	0.669535359889072	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24534500	7	0.593407255476236	0.617263031816765	0.642962696359597	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24535500	8	0.541671979789758	0.664092360032725	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24536500	10	0.705702007098995	0.800174449857402	0.752033418625417	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24537500	9	0.600969213131618	0.754308958653435	0.669840319299519	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24538500	15	0.685765568004365	0.787361729793649	0.744622727537596	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24539500	13	0.663992861152722	0.780018482670335	0.726987660430088	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24540500	11	0.744474821595485	0.813115300764668	0.830784970564484	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24541500	9	0.741955066296423	0.803702537504101	0.804608762121139	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24542500	8	0.804140344610527	0.850181751861732	0.875982229725544	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24543500	5	0.59196333991052	0.565267425072957	0.667207885206481	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24549500	10	0.622388331661465	0.500662378248384	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24550500	10	0.739549103124847	0.606806785368848	0.671125787123998	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24551500	13	0.724292406795949	0.675361674957062	0.681240409710554	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24552500	15	0.735858713517003	0.720789891968858	0.712626307463189	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24553500	13	0.711438575081702	0.721927705209106	0.705212084918495	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24554500	9	0.681450555225348	0.80139821405511	0.730188192314087	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24555500	8	0.575545894237477	0.698402575095018	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24556500	4	0.596211340285945	0.60605103501166	NA	LG03_NC_059573.1	LOC123761000, LOC123758689, LOC123758686
LG03_CM035475.1	24563500	4	NA	0.764946614118447	0.644496248875768	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24564500	2	0.852817021967602	0.886289276236276	0.928519148677621	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24566500	6	0.627043592082797	0.906448444914745	0.714410622595226	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24567500	6	0.627043592082797	0.906448444914745	0.714410622595226	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24568500	9	0.619029736662304	0.844044143670386	0.695109394316567	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24569500	9	0.619029736662304	0.844044143670386	0.695109394316567	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24570500	8	0.673897996258659	0.795403849890418	0.758561043516835	LG03_NC_059573.1	LOC123761000, LOC123758689
LG03_CM035475.1	24579500	12	0.540839142466443	0.678720914571686	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24580500	6	0.672627716365824	0.696769793267127	0.746243701162346	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24581500	4	0.606333805992489	0.542257056466831	0.656946650956121	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24582500	5	0.728423765730895	0.803713411407955	0.726805872559644	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24583500	8	0.885365551782666	0.996083437345974	0.97941046841201	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24584500	8	0.885365551782666	0.996083437345974	0.97941046841201	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24585500	9	0.951820284502816	1.08183169745676	1.11967318312121	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24586500	10	0.88371305291646	0.997613770120713	1.02454363301947	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24587500	11	1.02584282016078	1.09129181251608	1.21045009365026	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24588500	7	0.887725934467159	0.925547828444848	1.07629677818426	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24589500	8	0.787346631448219	0.820877329853406	0.931071520118454	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24590500	6	0.762368789252557	0.806177732414103	0.882511511096486	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24591500	7	0.768800942676521	0.788146965382505	0.863378785016345	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24592500	7	0.561998715751626	0.56345464683783	0.705101472916041	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24593500	6	0.610075783619121	0.599027462521657	0.723081474686781	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24594500	9	0.942225842427439	0.9365612092152	1.13478338331435	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24595500	10	0.991679643321031	0.986585534857994	1.18391107660697	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24596500	15	0.817708457338813	0.917024665573035	1.02813473779144	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24597500	12	0.824731214814797	0.954720363989537	1.00999008254433	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24598500	12	0.824731214814797	0.954720363989537	1.00999008254433	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24599500	8	0.643081112538802	0.759679030892872	0.807287139301748	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24600500	7	0.541032725398645	0.643419750802155	0.707328169413159	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24602500	1	1.4922692384212	1.53550065792691	1.71602548286223	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24603500	3	0.645280338905445	0.823440173964019	0.767449717991866	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24604500	4	0.855384690298427	1.01721568158281	0.965272349805195	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24605500	5	0.976809762289951	1.12456182180471	1.08703129627583	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24606500	7	0.783912167397224	0.836135692996191	0.833414712488878	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24607500	10	0.52615847471475	0.72638961454031	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24608500	11	0.68987190738507	0.835020983877249	0.790360288663795	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24609500	13	0.600158704826331	0.712858309021809	0.721814921590303	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24610500	13	0.600158704826331	0.712858309021809	0.721814921590303	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24611500	11	0.637672260635083	0.784496359296707	0.793936180900439	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24612500	8	0.760299593099808	0.758112701117843	0.933504876411894	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24613500	6	0.61686674990683	0.568460413020097	0.721172969581191	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24614500	5	0.76143537460652	0.723336353319147	0.792004539149322	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24615500	4	0.542566351444015	0.551613941192158	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24618500	5	NA	0.504570806324968	0.669064400352875	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24619500	6	0.713666058744633	0.706546610301168	0.863731332407912	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24620500	11	0.630127736219697	0.641840226911238	0.71628394266421	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24621500	12	0.691188513478879	0.749373050487147	0.722766093488305	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24622500	13	0.719708006014856	0.809267369826526	0.781414699414657	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24623500	13	0.719708006014856	0.809267369826526	0.781414699414657	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24624500	10	0.602834235089187	0.689595888825252	0.661139758468246	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24625500	6	0.598039359219029	0.872208324417506	0.714398259986756	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24626500	6	0.622080088761763	0.824779601078718	0.691558357510733	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24628500	6	0.66796098952737	0.9031151693719	0.721414370229934	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24629500	7	0.632243084540281	0.823479228199125	0.760373916100423	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24630500	8	0.585757423615192	0.646770647769428	0.683292923038397	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24632500	5	0.557085399949091	0.513119851242719	0.686699986002056	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24641500	3	0.518052233242403	0.747081513578201	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24643500	8	0.612850354100764	0.795025475353066	0.707386564544321	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24644500	10	0.558794815788521	0.729545500178204	0.666031159302319	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24645500	11	0.579667946634281	0.729173575428288	0.724981194869891	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24646500	11	NA	0.629404289327478	0.657886695684004	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24647500	10	0.538163518832525	0.659683187991673	0.692200647387083	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24649500	3	NA	0.529032656140554	0.663606736717541	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24655500	10	0.525379470806117	0.519450324667656	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24656500	16	0.518079055084278	0.488599587437117	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24658500	24	0.52658861219374	0.528351418605328	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24659500	21	0.552098400822008	0.582218632918611	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24660500	19	0.526404810984371	0.581284174688992	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24661500	14	0.607578627114025	0.725630679479974	0.662172090534378	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24662500	9	0.906924724976811	1.13052498032209	1.10555486472488	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24663500	11	0.782729332624323	0.825548073144362	0.831615907975248	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24664500	14	0.755399292281678	0.797558287341498	0.832607964180758	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24665500	14	0.750939381133024	0.737913079304143	0.820304542986056	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24666500	17	0.735217424618462	0.728407640723152	0.820169511822244	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24667500	17	0.579819316549022	0.576746112737983	NA	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24668500	14	0.684659423102842	0.756607079852181	0.830999106837521	LG03_NC_059573.1	LOC123758689
LG03_CM035475.1	24669500	11	0.573569984902415	0.725302737483525	0.705482821350292	LG03_NC_059573.1	LOC123758689
