FamilyID	Pmon<0>	Pchi<1>	<2>	Pvan<3>	Hame<4>	Pcla<5>	Ptri<6>	Esin<7>	<8>	Pjap<9>	<10>	<11>	<12>	<13>	<14>
FBgn0025827	2	2	2	2	0	1	0	0	2	2	1	0	2	1	1
FBgn0028692	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
FBgn0037060	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0035813	3	2	2	2	1	5	1	1	2	2	2	1	2	2	2
FBgn0027836	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
FBgn0035993	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0025712	1	1	1	1	1	1	1	11	1	1	1	3	1	1	1
FBgn0031033	2	0	2	2	0	1	3	3	2	1	1	3	2	2	2
FBgn0038049	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
FBgn0262582	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2
FBgn0010383	27	22	25	26	21	24	19	17	25	22	22	19	24	22	22
FBgn0260499	2	0	1	0	1	1	1	0	1	1	1	1	1	1	1
FBgn0015806	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0011764	4	4	4	6	4	4	4	3	4	4	4	4	4	4	4
FBgn0039537	0	2	1	2	2	1	1	1	1	1	1	1	1	1	1
FBgn0052451	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0000337	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0030034	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
FBgn0036309	3	1	2	2	1	2	1	1	2	2	2	1	2	2	2
FBgn0261804	1	1	1	1	2	0	0	0	1	1	1	0	1	1	1
FBgn0031652	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1
FBgn0031637	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
FBgn0034902	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0032943	2	2	2	2	2	3	3	3	2	1	3	3	2	3	3
FBgn0020389	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0000447	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0030521	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0037354	1	2	2	2	2	2	1	1	2	1	2	1	2	2	2
FBgn0086657	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1
FBgn0013770	5	4	4	4	15	38	2	2	4	4	15	3	4	8	7
FBgn0052404	0	0	0	2	0	1	0	1	1	0	1	1	1	1	1
FBgn0038564	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0023508	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0011604	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2
FBgn0038475	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
FBgn0034352	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
FBgn0262116	1	2	2	3	1	1	2	1	2	2	1	1	2	1	1
FBgn0031012	5	3	4	5	4	1	9	4	4	4	3	5	4	4	4
FBgn0266136	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
FBgn0259923	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0051156	3	2	2	2	1	1	1	2	2	2	1	1	2	1	1
FBgn0027505	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
FBgn0000147	2	3	3	4	1	2	2	2	3	3	2	2	3	2	2
FBgn0042177	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0032295	20	11	15	13	10	6	5	5	15	19	8	5	15	8	9
FBgn0040092	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1
FBgn0038395	3	1	2	3	0	3	2	1	2	1	2	2	2	2	2
FBgn0053988	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
FBgn0052066	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0264075	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0028734	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0026741	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
FBgn0031776	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0263598	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
FBgn0032247	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
FBgn0264339	2	2	2	2	0	2	1	0	2	2	1	1	2	1	1
FBgn0032689	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0004132	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0038763	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0266669	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0037607	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0050389	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0036915	1	1	1	2	1	1	1	1	2	3	1	1	2	1	1
FBgn0015477	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0041171	3	4	4	5	7	8	6	6	4	5	7	6	4	6	6
FBgn0259145	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1
FBgn0021872	1	1	1	1	1	0	1	3	1	1	1	1	1	1	1
FBgn0037249	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1
FBgn0042098	17	18	16	9	9	3	8	3	15	18	7	6	15	8	9
FBgn0032343	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
FBgn0033766	1	2	2	2	2	1	1	1	2	1	1	1	2	1	1
FBgn0086779	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
FBgn0036125	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1
FBgn0040780	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0029763	4	2	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0002789	3	2	3	3	2	2	2	1	3	2	2	2	3	2	2
FBgn0014417	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0029878	2	1	2	3	1	1	1	1	2	2	1	1	2	1	1
FBgn0031319	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0033465	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0022987	3	2	2	2	3	2	3	1	2	3	2	2	2	2	2
FBgn0036206	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1
FBgn0003941	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2
FBgn0034093	2	2	2	3	1	3	2	3	2	2	2	2	2	2	2
FBgn0038369	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0031563	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1
FBgn0033951	5	3	3	1	2	0	2	2	3	3	2	2	3	2	2
FBgn0051002	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1
FBgn0030081	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1
FBgn0031245	2	2	2	2	1	1	1	2	2	2	1	1	2	1	1
FBgn0036763	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
FBgn0003159	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
FBgn0039648	2	1	2	2	2	1	1	1	2	2	2	1	2	2	2
FBgn0259818	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1
FBgn0051365	0	2	1	1	0	5	0	0	1	1	1	0	1	1	1
FBgn0003317	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1
FBgn0037445	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1
FBgn0029822	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1
FBgn0034948	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
FBgn0024238	3	0	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0264598	2	2	2	2	0	1	1	1	2	2	1	1	2	1	1
FBgn0266580	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0000047	8	7	7	6	10	8	2	5	7	9	8	4	7	7	7
FBgn0015221	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0264606	2	0	2	1	2	2	1	1	2	2	2	1	2	2	2
FBgn0001325	8	4	7	8	3	3	1	1	7	8	3	1	7	3	3
FBgn0030701	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0262699	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0000039	4	4	4	2	2	1	1	3	4	5	2	2	4	2	2
FBgn0023530	4	3	3	4	1	1	0	2	3	1	1	1	2	1	1
FBgn0036101	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
FBgn0036448	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1
FBgn0032600	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0035137	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
FBgn0000273	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0066114	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0033783	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0005614	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
FBgn0264324	1	1	1	3	2	1	2	2	1	1	2	2	1	2	2
FBgn0017590	5	7	6	6	6	9	9	12	6	5	8	10	6	8	8
FBgn0038427	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0043005	1	0	1	1	2	1	1	2	1	2	1	1	1	1	1
FBgn0028552	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0031082	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1
FBgn0011692	2	2	2	4	3	3	2	2	2	2	3	2	2	2	2
FBgn0030984	1	0	1	0	2	0	1	1	1	0	1	1	1	1	1
FBgn0028789	1	1	1	1	2	1	1	0	1	2	1	1	1	1	1
FBgn0265052	1	1	1	0	2	1	1	0	1	0	1	1	1	1	1
FBgn0042085	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0026597	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0036105	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0031070	2	2	2	2	1	1	0	1	2	1	1	1	2	1	1
FBgn0032408	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0004649	5	1	4	9	2	2	1	3	4	2	2	2	3	2	2
FBgn0264753	3	3	3	3	2	1	1	2	3	3	2	2	3	2	2
FBgn0032348	3	2	3	3	2	2	2	2	3	2	2	2	3	2	2
FBgn0038331	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0260990	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
FBgn0037900	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0032119	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
FBgn0037487	2	3	2	1	1	1	4	3	2	1	1	3	2	2	2
FBgn0003330	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0034390	3	3	3	2	4	2	3	3	3	4	3	3	3	3	3
FBgn0029123	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1
FBgn0011837	3	2	3	4	3	3	3	3	3	2	3	3	3	3	3
FBgn0035162	4	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0010453	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1
FBgn0028894	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0015399	4	4	4	6	5	4	4	3	4	3	4	4	4	4	4
FBgn0264493	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2
FBgn0045761	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1
FBgn0033659	1	1	1	1	1	0	0	0	1	2	1	0	1	1	1
FBgn0038309	3	3	3	3	2	21	2	2	3	2	5	2	3	4	4
FBgn0032454	0	0	0	2	1	9	0	0	2	3	2	0	2	2	2
FBgn0030930	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0016120	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0038869	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0002607	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0037433	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1
FBgn0036617	4	2	4	14	0	2	1	0	5	5	2	1	5	2	2
FBgn0052751	1	0	1	0	2	0	0	0	1	1	1	0	1	1	1
FBgn0265464	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0010333	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1
FBgn0035518	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0035227	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0033753	6	4	4	3	1	2	1	2	4	5	2	2	4	2	2
FBgn0263027	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1
FBgn0261803	13	10	11	10	9	12	6	4	11	13	9	6	11	9	9
FBgn0023091	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2
FBgn0064115	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0035511	6	2	4	3	3	0	1	0	4	8	2	1	4	2	2
FBgn0015269	1	1	1	1	1	1	1	8	1	1	1	2	1	1	1
FBgn0029706	2	2	2	3	4	2	2	2	2	3	2	2	2	2	2
FBgn0030395	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
FBgn0037363	1	1	1	2	1	1	0	3	1	1	1	1	1	1	1
FBgn0040388	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0027086	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0037329	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0261555	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0261363	15	16	14	8	13	14	13	20	12	7	14	16	11	14	14
FBgn0036250	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1
FBgn0261451	10	7	10	17	6	10	6	17	11	12	9	11	11	10	10
FBgn0262511	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0004652	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1
FBgn0024364	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0023537	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0039495	2	0	1	0	0	0	0	1	1	1	0	1	1	1	1
FBgn0005638	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0035756	2	3	3	4	2	4	2	1	3	3	3	2	3	3	3
FBgn0031561	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1
FBgn0261854	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
FBgn0031092	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0039589	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0039301	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0016917	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0030969	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0039640	24	18	23	36	11	11	8	8	23	16	12	9	20	12	13
FBgn0002922	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0086253	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1
FBgn0053864	15	15	14	12	2	25	2	5	13	11	9	5	12	9	9
FBgn0267408	4	3	4	4	2	1	2	3	4	4	2	2	4	2	2
FBgn0033362	8	5	6	6	5	2	5	2	6	4	4	4	5	4	4
FBgn0040383	1	1	1	0	1	1	2	2	1	1	1	2	1	1	1
FBgn0025806	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0036997	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0037360	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0263930	2	0	1	1	1	1	1	0	1	2	1	1	1	1	1
FBgn0013749	5	4	4	3	3	1	1	1	4	5	2	1	4	2	2
FBgn0041195	9	8	8	6	9	7	5	5	8	9	7	5	8	7	7
FBgn0259189	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1
FBgn0027611	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0038947	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0001250	5	5	5	6	15	9	2	5	5	4	9	4	5	7	7
FBgn0029975	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2
FBgn0027588	9	6	7	6	7	8	6	9	7	7	7	7	7	7	7
FBgn0051342	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
FBgn0000479	4	2	3	2	3	3	1	4	3	3	3	3	3	3	3
FBgn0260439	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1
FBgn0085290	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0000659	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0035049	5	4	4	5	5	5	5	4	4	3	5	5	4	5	5
FBgn0017414	7	5	6	4	14	46	25	11	6	8	21	17	7	18	16
FBgn0028878	6	6	6	7	15	22	15	10	6	4	15	13	6	13	12
FBgn0259678	5	4	4	1	1	0	1	1	4	4	1	1	4	1	1
FBgn0021906	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1
FBgn0029903	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
FBgn0024285	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0051715	1	2	2	2	1	2	1	0	2	1	1	1	2	1	1
FBgn0031224	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
FBgn0035150	1	1	1	1	2	2	2	1	1	2	2	2	1	2	2
FBgn0037707	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
FBgn0032032	1	2	2	2	2	2	3	3	2	2	2	3	2	2	2
FBgn0034627	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0036198	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1
FBgn0265189	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0026376	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0085409	2	1	2	3	2	2	1	5	2	2	2	2	2	2	2
FBgn0031885	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
FBgn0039508	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1
FBgn0037980	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0036262	2	2	2	2	1	1	1	2	2	2	1	1	2	1	1
FBgn0032882	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0030634	12	10	12	14	18	8	9	14	12	15	12	12	13	12	12
FBgn0039265	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0034497	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1
FBgn0042112	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1
FBgn0020270	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
FBgn0036377	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
FBgn0004360	9	7	8	10	8	8	8	23	8	7	9	12	8	10	10
FBgn0030555	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0031299	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
FBgn0032775	4	1	2	2	1	4	0	1	2	1	2	1	2	2	2
FBgn0264389	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0015575	1	0	1	1	1	0	2	2	1	1	1	2	1	1	1
FBgn0010225	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1
FBgn0038056	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0024555	3	1	2	2	2	1	0	1	2	1	1	1	2	1	1
FBgn0036985	3	5	4	5	3	17	2	6	4	3	6	4	4	5	5
FBgn0037313	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0263667	2	1	2	5	2	1	0	2	2	1	2	2	2	2	2
FBgn0267435	1	3	2	1	2	1	1	2	2	2	2	2	2	2	2
FBgn0083986	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
FBgn0261859	1	1	1	1	4	4	1	1	1	1	3	1	1	2	2
FBgn0027052	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0000504	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1
FBgn0030991	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0002989	2	2	2	3	11	3	2	2	2	2	4	2	2	3	3
FBgn0010660	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1
FBgn0028372	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
FBgn0040334	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0033061	1	2	2	2	0	2	2	0	2	2	1	1	2	1	1
FBgn0033309	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0265434	2	1	2	2	1	1	1	3	2	1	1	1	2	1	1
FBgn0000071	2	1	1	0	1	1	2	1	1	0	1	1	1	1	1
FBgn0028424	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1
FBgn0033079	7	3	3	3	2	3	2	1	3	2	2	2	3	2	2
FBgn0030976	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3
FBgn0037472	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0029970	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2
FBgn0051549	1	1	1	2	2	0	1	0	1	2	1	1	1	1	1
FBgn0031143	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
FBgn0000629	2	1	2	3	1	1	1	1	2	1	1	1	2	1	1
FBgn0037794	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1
FBgn0043884	8	5	5	2	1	6	4	2	5	9	4	3	5	4	4
FBgn0001624	3	2	2	1	3	3	1	3	2	2	3	2	2	3	3
FBgn0259113	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0050101	0	5	2	0	3	42	1	2	2	5	8	2	3	5	5
FBgn0032078	12	13	13	16	6	11	5	6	13	15	8	6	13	8	9
FBgn0058160	0	0	0	2	1	1	0	1	1	0	1	1	1	1	1
FBgn0031264	2	3	2	2	3	12	0	2	2	1	4	2	2	3	3
FBgn0027584	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1
FBgn0032602	0	1	1	0	1	0	2	2	1	0	1	2	1	1	1
FBgn0035245	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1
FBgn0014018	2	1	2	3	2	1	1	1	2	2	2	1	2	2	2
FBgn0033679	10	10	10	10	7	8	5	5	10	16	7	5	11	7	7
FBgn0037298	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0026313	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
FBgn0034793	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0035357	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0260987	1	1	1	2	1	2	1	0	1	1	1	1	1	1	1
FBgn0035674	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
FBgn0032701	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1
FBgn0036557	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0004837	2	1	2	2	1	1	1	1	2	2	1	1	2	1	1
FBgn0027594	7	5	6	8	6	9	5	7	6	5	7	6	6	7	7
FBgn0039234	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
FBgn0027515	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1
FBgn0036227	5	4	4	3	3	1	1	1	3	3	2	1	3	2	2
FBgn0032476	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1
FBgn0265356	5	6	6	9	10	18	16	35	7	8	14	21	8	15	14
FBgn0083984	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
FBgn0032586	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0025393	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1
FBgn0021847	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0041184	0	1	1	1	1	2	2	2	1	1	2	2	1	2	2
FBgn0028863	2	1	1	1	0	0	2	0	1	2	0	1	1	1	1
FBgn0052603	1	6	3	2	6	36	5	6	3	3	10	6	3	8	7
FBgn0000061	2	2	2	2	2	3	4	3	2	3	3	3	2	3	3
FBgn0024187	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0033994	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0032793	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
FBgn0035264	1	1	1	1	3	1	1	2	1	1	2	2	1	2	2
FBgn0037327	2	1	2	3	3	2	1	1	2	2	2	1	2	2	2
FBgn0038435	0	1	1	0	1	0	0	0	1	0	1	0	1	1	1
FBgn0037822	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0002526	3	3	3	6	4	2	2	1	3	2	3	2	3	3	3
FBgn0035720	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
FBgn0051673	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1
FBgn0034487	1	1	1	0	2	1	1	2	1	2	1	1	1	1	1
FBgn0032732	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1
FBgn0038989	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0030630	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
FBgn0052506	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
FBgn0262166	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1
FBgn0028406	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0030612	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
FBgn0037815	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0034371	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
FBgn0022023	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0037931	2	3	3	3	2	3	0	1	3	2	2	1	3	2	2
FBgn0037491	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBgn0038740	1	1	1	0	0	1	1	1	1	2	1	1	1	1	1
FBgn0264607	3	2	3	4	5	1	1	1	3	1	2	1	2	2	2
FBgn0029175	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1
FBgn0267790	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1
FBgn0036992	2	2	2	2	5	3	2	2	2	2	3	2	2	3	3
FBgn0032726	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2
FBgn0016122	1	1	1	0	1	0	1	3	1	0	1	1	1	1	1
FBgn0086675	1	1	1	3	1	2	1	0	1	1	1	1	1	1	1
FBgn0037409	4	5	5	6	5	3	2	4	5	3	4	3	4	4	4
FBgn0039562	3	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0038428	1	2	2	4	2	1	1	1	2	2	2	1	2	2	2
FBgn0033205	2	1	2	1	2	1	2	3	2	2	2	2	2	2	2
FBgn0033038	3	2	2	2	1	1	2	2	2	2	1	2	2	2	2
FBgn0052813	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2
FBgn0040529	5	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0035959	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
FBgn0027528	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1
FBgn0039494	5	1	2	2	2	1	6	2	2	2	2	3	2	2	2
FBgn0023167	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1
FBgn0040601	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
FBgn0051708	5	5	5	4	4	3	3	5	4	3	4	4	4	4	4
FBgn0053526	3	1	2	2	1	1	1	1	2	1	1	1	2	1	1
FBgn0029580	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1
FBgn0029936	2	2	2	1	1	1	2	1	2	2	1	1	2	1	1
